StartDate,EndDate,ResponseId,B2A_1,B2_1A,B2L_7,A2I_5,A2S_5,D1_15,Wave,gbt__v1__n__shareofwallet_1__Whirlpool,S3,S4,S5,S6a,S6b,gbt__v1__b__total_brand_awareness_3__Nilkamal furniture,gbt__v1__b__total_brand_awareness_3__Local furniture shop,gbt__v1__b__total_brand_awareness_3__Carpenter,gbt__v1__n__shareofwallet_3__Godrej,gbt__v1__n__shareofwallet_3__Ikea,gbt__v1__n__shareofwallet_3__Urban Ladder
13-10-2022 23:32,13-10-2022 23:55,R_1He1s4JEmaNYBdK,Extremely likely10,"ITS GOOD BUT COMPARED TO SAMSUNG,I LIKE A BIT MORE SAMSUNG",,,,"LG,Whirlpool,AmazonBasics",1,0.2,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:48,13-10-2022 23:55,R_2VEzwnJ2v0hSqFk,,,Extremely likely10,,,"Samsung,LG,Whirlpool,Europa",1,0.4,Hyderabad,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:44,13-10-2022 23:56,R_1lnH4k4pMXPuSbY,,,,,Yale,"Godrej,Tata",1,,Hyderabad,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:37,13-10-2022 23:56,R_2w4srID24duE6Q3,Extremely likely10,Service are good and the product are very useful,,,,"Godrej,Haier,Dorset",1,0.2,Ahmedabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:48,13-10-2022 23:57,R_3hFPUoFUkA9rEWh,7,Good quality,8,,,"Godrej,Europa",1,0.2,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:50,13-10-2022 23:57,R_1C2NtCVQeJVjWE9,,,,,,"Godrej,Yale,Flipkart Furniture,Nilkamal furniture,Honeywell",1,,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:48,13-10-2022 23:58,R_3OrFbC0ZqUI0l8i,9,Good quality products ,,,,"Godrej,Samsung,LG,Voltas,Haier,Dorset,Harrison",1,0.2,Pune,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:47,13-10-2022 23:58,R_3hlrrQxDWMCDnt8,,,,,,"Godrej,Dorset",1,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:43,13-10-2022 23:58,R_Uud1xjBaPNoTawN,,,,,,"LG,Whirlpool",1,0.4,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:49,13-10-2022 23:58,R_XvxouNacWxN4La9,,,,,,Urban Ladder,1,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
13-10-2022 23:43,13-10-2022 23:59,R_Y9pIfVRWtpmV237,Extremely likely10,One of the best products I have used,,,,"Godrej,LG,Ikea,Amazon Furniture",1, ,Hyderabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:39,13-10-2022 23:59,R_2sSwl2LZII6IBOA,Extremely likely10,It's a good brand I trust,,,,"Godrej,Samsung,LG,Whirlpool",1,0.4,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
13-10-2022 23:49,13-10-2022 23:59,R_UrLSCBRThhFUkA9,,,9,,,"Harrison,Europa",1,,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:50,13-10-2022 23:59,R_22End4wrGLV22BK,,,,,,Local furniture shop,1,0.2,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",0,1,0,,,
13-10-2022 23:52,13-10-2022 23:59,R_Z9pDRCTzoLmY35v,,,,,,Flipkart Furniture,1,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",0,0,0,,,
13-10-2022 23:44,13-10-2022 23:59,R_30qOgg11lFk7uPw,,,,,,"Godrej,Pepperfry,Amazon Furniture,Flipkart Furniture",1,,Bangalore,46-50,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
13-10-2022 23:41,14-10-2022 00:00,R_2CjG0SApvrmiZOB,9,I like that brand little bit exceptional ,9,,,"Godrej,LG,Harrison",1,0.2,Bangalore,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",,,,,,
13-10-2022 23:42,14-10-2022 00:01,R_UGA0siBeTwVLfuF,,,,,,"Dorset,Honeywell",1,,Kochi,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:35,14-10-2022 00:01,R_1nYK7V7KKDgOcqD,,,,,,"Godrej,Tata",1,,Ahmedabad,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",1,0,0,,,
13-10-2022 23:55,14-10-2022 00:01,R_2PjpAuFXIucdv0U,,,,,,"Godrej,Samsung",1, ,Bangalore,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:44,14-10-2022 00:01,R_6XwkGpL0BkR7p17,8,Godrej is a brand we know... It Goods are trusted as well as worthful to buy... ,,LG,,Samsung,1,0.4,Hyderabad,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:52,14-10-2022 00:01,R_UcGlwc2QtmyEZ8Z,Extremely likely10,Durable brand ,,,,"LG,Ikea",1,0.2,Pune,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,1,0,,,
13-10-2022 23:40,14-10-2022 00:01,R_2aPJKTAQUiBci9q,,,Extremely likely10,,,AmazonBasics,1,,Hyderabad,31-35,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:55,14-10-2022 00:03,R_3hlQLgufn4e9Dg0,8,Trusted secure brand ,,,,"LG,Whirlpool,Voltas,Haier,Ozone,Tata,Honeywell",1, ,Hyderabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:50,14-10-2022 00:03,R_22IWxRB00T2zCg3,6,It working good and contain the same brand,,,,"LG,Whirlpool,Voltas",1,0.4,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,1,,,
13-10-2022 23:55,14-10-2022 00:04,R_308Kd2VqxhlwNf6,Extremely likely10,Better ,,,,"Godrej,Samsung,Whirlpool,Yale,Honeywell",1,,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:56,14-10-2022 00:04,R_0qrQfRZftCRgI8h,Extremely likely10,Its a reputed brand ,,,,"Haier,HomeTown",1, ,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:47,14-10-2022 00:05,R_1H6NiNIzGPBE0vC,7,It is very good customer support,,,None,"Godrej,Haier,Ozone",1,0.2,Bangalore,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:40,14-10-2022 00:05,R_1K9AgYTLZBVm4uK,,,,Kitchen aid,Gobbler,"Godrej,Nilkamal furniture,Tata",1,,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
13-10-2022 23:51,14-10-2022 00:05,R_1E5SSwdPHzsLruS,9,I am satisfied ,,,,HomeTown,1, ,Pune,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
13-10-2022 23:54,14-10-2022 00:05,R_2EErWiPbZQcLbom,8,Good products but still more should come with innvoation,,,,"Godrej,Samsung,Ikea,HomeTown,HomeCenter,Flipkart Furniture",1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
13-10-2022 23:55,14-10-2022 00:06,R_2al9ajTyjOVVOyl,,,8,,,Godrej,1,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
13-10-2022 23:53,14-10-2022 00:06,R_1NaxuWKHftZxN7M,,,,,,"Godrej,Yale,Tata",1,,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:41,14-10-2022 00:06,R_6DmLJgXSwizcXoR,,,,,,"Yale,Tata,Honeywell",1,,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:53,14-10-2022 00:06,R_DcxOeMxlWJzdIaZ,,,,,,Godrej,1,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:54,14-10-2022 00:06,R_1qba0dLBuJJuX0R,,,,,,Godrej,1,,Kochi,46-50,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,1,0,,,
13-10-2022 23:56,14-10-2022 00:06,R_ufAmdeKiDen85Gh,Extremely likely10,Godrej is a brand offers quality products. Their products are long lasting. ,,,,"Godrej,Whirlpool",1,0.2,Bangalore,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:44,14-10-2022 00:06,R_0AMwaIJlzCrXYtP,7,Because godrej brand applications are somewhat good to use.,,,,Samsung,1, ,Ahmedabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Air Conditioner",0,1,0,,,
14-10-2022 00:01,14-10-2022 00:07,R_1HbNLWL75q2t8vM,,,,,,"Ikea,Amazon Furniture",1,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
13-10-2022 23:44,14-10-2022 00:07,R_26hkRyiTcLJBwzm,9,Godrej brand value gives me satisfaction the product will be good in quality because we been seeing this product in our household and it's servicing is really good. ,6,,,"Samsung,Voltas,Haier,Yale,Europa",1,0.2,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:57,14-10-2022 00:07,R_2c7A72UAX3A67cu,9,Because it makes unique and good products,,,,"Godrej,Samsung,Voltas,Amazon Furniture,Flipkart Furniture",1,,Pune,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
14-10-2022 00:01,14-10-2022 00:07,R_33CNMbKiSGLmONq,,,,,,"Godrej,Pepperfry",1,,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
13-10-2022 23:56,14-10-2022 00:07,R_bDFUYhcVHfpAFkR,5,It's reliable but not latest,,,,"Voltas,HomeTown",1,0.2,Hyderabad,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,1,0,,,
13-10-2022 23:50,14-10-2022 00:08,R_1NqYRWv6S9m8Uvr,9,I own a refrigerator of Godrej . And I am very happy with that purchase it is a value for money product and a high quality product. ,,,,"Godrej,LG",1, ,Kochi,22-25,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:57,14-10-2022 00:08,R_1gGPxevxqDy8Z4X,8,Innovative ,,,,"Whirlpool,Pepperfry,Flipkart Furniture",1,0.2,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:43,14-10-2022 00:08,R_1hLUCo3VQ5pMLBW,Extremely likely10,10,,,,"Godrej,Samsung,Dorset",1, ,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
13-10-2022 23:52,14-10-2022 00:08,R_2Vw0diHL6zRnkVI,,,,,,"Godrej,Nilkamal furniture",1,,Hyderabad,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
13-10-2022 23:47,14-10-2022 00:09,R_2zCPZ86LdNlmKyA,5,servicing facility not available ,,'@home,,Samsung,1,0.2,Kochi,31-35,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Personal computer/ Laptop",0,0,0,,,
13-10-2022 23:56,14-10-2022 00:09,R_C79bHP2i5s2HHCp,,,,,,Godrej,1, ,Hyderabad,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
14-10-2022 00:05,14-10-2022 00:09,R_voaKjGOpSiPwKo9,,,,,,LG,1, ,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
13-10-2022 23:36,14-10-2022 00:09,R_23WrPKbieBcJnfq,,,Extremely likely10,Wipro,,"Godrej,Urban Ladder,Nilkamal furniture,Local furniture shop",1,,Ahmedabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,1,,,
14-10-2022 00:02,14-10-2022 00:09,R_3fkK22AqBCObagF,,,,,,"Godrej,Flipkart Furniture",1,,Bangalore,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
13-10-2022 23:54,14-10-2022 00:09,R_cUNGnmJCvGEw0TL,7,Because right now the other brands offering more quelity and high tech products compair to godrej. I feel godrej is way back from other brands.,6,,,Godrej,1,0.2,Bangalore,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:52,14-10-2022 00:10,R_2D7ktCQoV8CJJU6,6,It is a Indian company and very old company which I trust a lot,,,,Godrej,1,0.2,Bangalore,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
13-10-2022 23:59,14-10-2022 00:10,R_2CJ5mACbbc7qRpm,Extremely likely10,One of the beat company,,,,"Whirlpool,Urban Ladder,Pepperfry",1,0.8,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:25,14-10-2022 00:10,R_2X7Kph4DJlry9Pq,Extremely likely10,it is been in india for long time as like 20 years and counting it know what indian customer want ,,,,"Godrej,Samsung,LG,Whirlpool,Voltas,Haier,Tata,AmazonBasics,Honeywell",1,0.2,Bangalore,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
14-10-2022 00:06,14-10-2022 00:10,R_ZIbqkBaG43E7wgV,,,,,,"Samsung,Nilkamal furniture",1, ,Bangalore,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:55,14-10-2022 00:11,R_1IyramtApEnlMQp,,,,,Yale Standard,"Godrej,Dorset,Tata,AmazonBasics",1,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:58,14-10-2022 00:11,R_31yqRDst62RM6jT,9,It is very strong and old company if India has very good durable products ,,,,"Godrej,Samsung,LG",1, ,Ahmedabad,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:56,14-10-2022 00:11,R_2S2HK5WKo0Z4uvG,7,BECAUSE IT IS TRUSTED AND OLD BRAND,,,,Godrej,1, ,Pune,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:57,14-10-2022 00:11,R_1jADpFRunkOPYqi,Extremely likely10,"Trusted  brand ,I like very much ",,,LG,"Godrej,Samsung,LG,Whirlpool,Voltas,Haier,Yale,Ozone,Tata,AmazonBasics,Honeywell",1,0.2,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
14-10-2022 00:03,14-10-2022 00:12,R_2TH0Im7ZrT56cBC,,,,,,"Godrej,Nilkamal furniture",1,,Pune,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
13-10-2022 23:55,14-10-2022 00:13,R_ALhvlXLSl9uKRJT,,,,Amazon ,,"Amazon Furniture,Flipkart Furniture,Nilkamal furniture",1,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
13-10-2022 23:54,14-10-2022 00:13,R_3EApYuQLmGanoDg,,,,damro,ozone,Local furniture shop,1,,Bangalore,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,1,0,,,
13-10-2022 23:46,14-10-2022 00:13,R_poN8eGpoeOqJKdH,9,Godrej is a trusted brand. It is one of many brands I would consider Purchasing.,,,,"Godrej,LG,Whirlpool,Pepperfry,Amazon Furniture",1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
14-10-2022 00:01,14-10-2022 00:14,R_3CPkPRWmGVOauTs,8,Heard a lot about it.,,,,"Samsung,Haier",1,0.2,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,0,,,
13-10-2022 23:54,14-10-2022 00:14,R_32MbYvvpEjp7Fci,Extremely likely10,They are well  reputed company and their products have high quality also good designed ,,,,"Godrej,Tata",1,0.2,Bangalore,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",,,,,,
13-10-2022 23:59,14-10-2022 00:15,R_12PyBsotuD6laER,,,,,,"Godrej,Yale,Ozone,Dorset,Harrison,AmazonBasics",1,,Ahmedabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
14-10-2022 00:03,14-10-2022 00:15,R_1ImeiFzyypr7CLH,,,,,,Godrej,1,,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",1,1,0,,,
13-10-2022 23:55,14-10-2022 00:15,R_3lWh5dGkLDRVbfH,,,,,,Local furniture shop,1,,Pune,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",1,1,0,,,
